Coding:Level1,Coding:Level2,message
Action,Action: Sell,"['We', 'taking', 'orders', 'get', 'shipped', 'next', 'week', 'Inbox', 'us', 'Paypal', 'information', 'give', 'us', 'address']"
Community,Community: Reply,"['We', 'get', 'way', 'next', 'week', 'Please', 'inbox', 'us', 'address', 'send', 'possible', 'payment', 'options']"
Community,Community: Reply,"['Hi', 'Barbara', '\\nFor', 'link', 'go', 'Manlio', 'Go', 'Blue', 'Central', 'America', 'Geotourism', 'able', 'help', 'Christi']"
Information,Information,"['We', 'able', 'install', '4', 'fishing', 'moorings', 'around', 'Cordelia', 'Banks', 'Part', 'extensive', 'marine', 'infrastructure', 'funded', 'CORAL', 'Port', 'Roatan', 'RMP', 'also', 'installed', 'snorkel', 'moorings', 'demarcation', 'markers']"
Community,Community: Reply,"['Jan', 'Walkeden', 'Hopefully', 'need', 'careful', 'gaff', 'removed']"
Community,Community: Reply,"['Amanda', 'Walkins', 'thanks', 'Will', 'please', 'ask', 'see', 'let', 'us', 'know', 'right', 'go', 'search', 'unfortunately', 'couple', 'hours', '/']"
Community,Community: Reply,"['Every', 'storms', 'get', 'one', 'washed', 'beach', 'It', 'years', 'since', 'last', 'one']"
Community,Community: Reply,"['Thank', 'letting', 'us', 'know', 'received', 'package', 'We', 'happy', 'got']"
Community,Community: Response,"['Put', 'date', 'birth', 'height', 'see', 'things', 'happened', 'lifetime', '\\nIt', 'really', 'cool', 'My', 'heart', 'beaten', '1', 'million', 'times', 'compared', 'blue', 'whale', 'beaten', '95', 'million', 'It', 'also', 'shows', 'new', 'species', 'discovered', 'lifetime', 'old', 'planets', 'I', '124', 'Mercury', 'next', 'bday', '14', 'days', 'gifts', 'welcome', 'cool', 'facts', '\\nChristi']"
Information,Information,"['Melissa', 'Ochoa', 'Rolinger', 'They', 'look', 'similar', 'hatchlings', 'Hawksbill', 'You', 'tell', 'scutes']"
Community,Community: Response,"['Please', 'check', 'differences', 'at\\n']"
Community,Community: Reply,"['Just', 'clarify', 'babes', 'rescued', 'going', 'wrong', 'way', 'nest', 'followed', 'lights', 'private', 'property', 'Kevin', 'Hildum', 'yes', 'dry', 'abnormally']"
Community,Community: Reply,"['Dan', 'Carr', 'We', 'look', 'Eddie', 'Nakada', '2', 'years', 'renewal', 'Bryan', 'R\\xfcsell', 'Neper', 'Escalante', 'completed', 'workshop', 'already']"
Community,Community: Reply,"['Dan', 'Carr', 'island', 'Please', 'give', 'us', 'call', '2445-4206/4208', '3320', '6940']"
Community,Community: Reply,"['That', 'may', 'case', 'also', 'need', 'think', 'trash', 'goes', 'It', 'never', 'ending', 'cycle', 'passing', 'buck']"
Community,Community: Reply,[]
Community,Community: Reply,"['We', 'involved', 'inspections', 'reports', 'particular', 'tour', 'provider', 'MONTHS', 'MONTHS', 'They', 'somehow', 'able', 'go', 'around', 'government', 'officials', 'maintain', 'open', 'Futhermore', 'asking', 'tourists', 'responsible', 'least', 'If', 'continue', 'type', 'unsustainable', 'tourism', 'WE', 'WILL', 'HAVE', 'NO', 'TOURISM', 'next', 'couple', 'decades', 'Would', 'rather', 'dive', 'destination', 'next', 'time', 'chose', 'visit']"
Community,Community: Reply,"['We', 'trying', 'continue', 'try']"
Community,Community: Reply,"['Tienen', 'permisos', 'para', 'algunas', 'actividades', 'pero', 'siguen', 'rompiendo', 'las', 'reglas', 'e', 'insultando', 'la', 'comunidad', 'que', 'protege', 'esa', 'area', 'Simplemente', 'es', 'falta', 'de', 'respeto', 'al', 'coral', 'los', 'islenos', 'toda', 'la', 'isla', 'de', 'Roatan']"
Community,Community: Reply,"['Do', 'get', 'us', 'wrong', 'horses', 'love', 'swim', 'But', 'times', 'places', 'adequate', 'type', 'activity', 'This', 'area', 'happens', 'French', 'Cay', 'one', 'places']"
Community,Community: Thanks,"['Thank', 'supporting', 'us', 'paying', 'marine', 'park', 'fee', 'Your', 'support', 'goes', 'long', 'way']"
Community,Community: Reply,"['Not', 'sure', 'hear', 'anyone', 'please', 'let', 'us', 'know']"
Community,Community: Reply,"['We', 'regular', 'sightings', 'Roatan', 'one', 'Patrol', 'boat', 'normally', 'enough', 'us', 'control', 'crowd', 'Also', 'rely', 'help', 'stakeholders', 'diveshops', 'fishermen', 'comply', 'best', 'practices', 'The', 'Whale', 'Shark', 'Oceanic', 'Research', 'Center', 'WSORC', 'Utila', 'might', 'able', 'help', 'sharing', 'control', 'methods', 'see', 'frequently']"
Community,Community: Reply,"['Hermosa', 'Beach', 'California', 'The', 'photo', 'taken', 'Half', 'Moon', 'Bay', 'Roatan']"
Community,Community: Reply,"['We', 'hoping', 'would', 'able', 'handle', 'one', 'dumps']"
Information,Information,"['We', 'posting', 'photos', 'prices', 'final', 'products', 'next', 'days', 'reserve', 'long', 'pick', 'timely']"
Community,Community: Reply,"['Yes', 'offer', 'The', 'community', 'fully', 'equipped', 'removing', 'hives', 'west', 'side', 'island', 'If', 'interested', 'please', 'call', 'Mario', '8884-0365', 'Isidro', '8889-5632']"
Community,Community: Response,"['Share', 'creations', 'Our', 'baby', 'promoting', 'Bay', 'Islands', 'Responsible', 'Seafood']"
Community,Community: Reply,"['You', 'Paypal', 'us', '$', '10', 'plus', 'tax', 'info', 'roatanmarinepark.net', 'send', 'us', 'address', 'We', 'send', 'soon']"
Community,Community: Reply,"['Esos', 'son', 'los', 'prototipos', 'Ya', 'cuando', 'tenemos', 'un', 'idea', 'de', 'como', 'salen', 'estaremos', 'presentandolos', 'al', 'grupo']"
Community,Community: Reply,"['Perla', 'Dive', 'taken', 'dump', 'Donna', 'Pieracini', 'I', 'guess', 'bad']"
Action,Action: Join,"['Want', 'help', 'us', 'protect', 'beautiful', 'reef', 'Why', 'visit', 'become', 'member', 'Your', 'help', 'means', 'increase', 'patrols', 'ensure', 'reef', 'well', 'protected']"
Community,Community: Reply,"['Drew', 'Baars', 'asking']"
Community,Community: Reply,"['Donna', 'Foster', 'The', 'brown', 'stuff', 'Sargassum', 'Algae', 'It', 'normally', 'floats', 'open', 'ocean', 'refuge', 'juveniles', 'smaller', 'pelagic', 'species']"
Community,Community: Reply,"['How', 'many', 'wear', 'D', 'D']"
Community,Community: Reply,"['Absolutely', 'Scott', 'Kehoe', 'Send', 'us', 'email', 'address', 'send', 'information']"
Community,Community: Reply,"['These', 'photos', 'taken', 'morning', 'February', '5th']"
Community,Community: Thanks,"['Thanks', 'Allison', 'We', 'miss', 'guys', '~', 'Christi']"
Community,Community: Reply,"['Good', 'morning', '\\nThere', 'many', 'theories', 'behind', 'best', 'turtle', 'navigation', 'magnetism', 'What', 'give', 'rest', 'Maya', 'Key', 'release', 'open', 'ocean', 'sargassum', 'mess', 'established', 'imprint', 'natal', 'beach', '\\nWe', 'yet', 'make', 'trip', 'open', 'ocean', 'one', 'releases', 'soon', 'quite', 'babies', '\\nSo', 'answer', 'question', 'please', 'bring', 'feel', 'free', 'put', 'back', 'choose', 'latter', 'please', 'head', 'couple', 'miles', 'get', 'washed', 'right', 'back', 'onto', 'beach']"
Information,Information,"['A', 'quick', 'note', 'regarding', 'graph', 'checks', 'Cocoview', 'received', 'January', 'though', 'appears', 'support', 'certainly']"
Action,Action: Donate,"['You', 'take', 'action', 'visiting', 'donate', 'marine', 'protected', 'area', 'Help', 'protect', 'reef', 'future']"
Information,Information,"['Half', 'Moon', 'Bay', 'wake', 'zone', 'licensed', 'water', 'taxis', 'know', 'It', 'hard', 'stop', 'completely', 'enough', 'patrols', 'many', 'people', 'using', 'unauthorized', 'water', 'taxis']"
Information,Information,"['The', 'selling', 'seahorses', 'COMPLETELY', 'ILLEGAL', 'And', 'commercialization', 'conch', 'shells', 'well', 'within', 'national', 'marine', 'park', 'We', 'unfortunately', 'fight', 'battle', 'yet', 'According', 'CITES', 'however', 'one', 'allowed', 'cross', 'international', 'borders', 'taking', 'route', 'educating', 'buyers', 'try', 'reduce', 'demand', 'able', 'stop', 'selling', 'wo', 'become', 'full', 'war']"
Action,Action: Promo,"['Coming', 'next', 'week', 'Do', 'miss']"
Action,Action: Promo,"['We', 'Patrol', 'Boat', 'Water', 'Taxi', 'Shuttle', 'Do', 'worry', 'boats', 'still', 'patrolling', 'leaving', 'Coconut', 'Tree', 'Dock', 'top', 'hour', 'starting', '1', 'ending', '5', 'We', 'bus', 'shuttle', 'leaving', 'entrance', 'We', 'still', 'figuring', 'times', 'bus', 'frequent', 'Keep', 'eyes', 'updates']"
Community,Community: Thanks,"['Thank', 'kind', 'supporters', 'donated', 'many', 'fantastic', 'items', 'auction', 'raffle', 'There', 'even', 'come', 'Incredibly', 'generous', 'Thank', 'All', 'funds', 'raised', 'go', 'directly', 'conservation', 'efforts', 'SAVE', 'THE', 'REEF-', 'Start', 'bidding', 'NOW']"
Community,Community: Reply,"['Hi', 'Sarah', 'auction', 'ends', 'tomorrow', 'evening', 'bid', 'wins', 'pay', 'via', 'paypal', 'info', 'roatanmarinepark.net']"
Community,Community: Reply,"['According', 'CITES', 'allowed', 'take', 'one', 'shell', 'across', 'international', 'border', 'Also', 'according', 'management', 'plan', 'National', 'Marine', 'Park', 'CAN', 'NOT', 'commercialize', 'buy', 'sell', 'trade', 'Most', 'get', 'confiscated', 'upon', 'entry', 'US', 'Canada', 'We', 'advise', 'people', 'waste', 'money', 'deplete', 'resource']"
Community,Community: Reply,"['We', 'syndication', 'The', 'presentations', 'normal', 'part', 'life', 'You', 'make', 'one', 'next', 'time', ""'re""]"
Information,Information,"['The', 'net', 'used', 'catch', 'goggle', 'eyes', 'apparently', 'abundant', 'according', 'owner', 'They', 'netting', 'almost', 'week', 'resident', 'port', 'royal', 'informed', 'us', 'net', 'placed', 'yesterday']"
Community,Community: Thanks,"['Here', 'shot', 'shore', 'Park', 'Rangers', 'Navy', 'hard', 'work']"
Community,Community: Reply,"['Goggle', 'eyes', 'said']"
Community,Community: Reply,"['Hi', 'Tricia', '$', '5', 'small', 'jar', '$', '10', 'big', 'jar', 'They', 'super', 'tasty']"
Community,Community: Reply,"['Sustainability', 'balanced', 'use', 'available', 'resources', 'order', 'preserve', 'utilization', 'future', 'generations.\\nSustainable', 'agriculture', 'aims', 'contribute', 'improvement', 'environment', 'use', 'natural', 'resources', 'raw', 'materials', 'economic', 'development', 'society', 'general']"
Community,Community: Reply,"['This', 'small', 'group', 'selling', 'small', 'outlets', 'without', 'use', 'pesticides', 'poisons', 'We', 'question', 'buy', 'big', 'supermarkets', 'much', 'We', 'carefully', 'selecting', 'locally', 'produced', 'products', 'sustainable', 'providing', 'economic', 'development', 'local', 'communities', 'Hopefully', 'go', 'well', 'seems', 'far']"
Information,Information,"['These', 'signs', 'moment', 'West', 'Bay', 'After', '30', 'signs', 'beach', 'disappear', 'last', 'year', 'placing', 'beach', 'morning', 'removing', 'afternoon', 'We', 'able', 'set', 'permanent', 'get', 'people', 'take', 'care']"
Community,Community: Reply,"['We', 'making', 'West', 'Bay']"
Community,Community: Reply,"['Hi', 'Deanne', 'Wright', 'would', 'great', 'get', 'helping', 'hand', 'brochure', 'Please', 'email', 'us', 'info', 'roatanmarinepark.net', 'speak', 'detail', 'Thank']"
Community,Community: Reply,"['Thanks', 'Tony', 'You', 'always', 'think', 'us', 'like']"
Community,Community: Reply,"['Within', 'Committee', 'Biologists', 'Lawyers', 'Forestry', 'Engineers', 'addition', '3', 'Marine', 'Biologists', 'Technical', 'Units', '4', 'Municipalities', 'Bay', 'Islands']"
Community,Community: Reply,"['This', 'oversight', 'committee', 'ensure', 'proper', 'execution', 'programs', 'within', 'National', 'Marine', 'Park', 'Specifically', 'RMP', 'part', 'Committee', 'allows', 'us', 'involved', 'voice', 'heard', 'main', 'key', 'players', 'throughout', 'Bay', 'Islands']"
Information,Information,"['That', 'person', 'circle', 'standing', 'sand', 'however', 'reef', 'around', 'The', 'problem', 'shallow', 'reef', 'floats']"
Community,Community: Reply,"['Only', 'concern', 'whether', 'guide', 'boat', 'help', 'kayaks', 'come', 'reef']"
Community,Community: Reply,"['Awesome', 'Thanks', 'Vanessa', 'Sounds', 'like', 'lot', 'fun']"
Community,Community: Reply,"['Hi', 'Perla', 'watch', 'ted', 'talk', 'link', 'explains', 'lot', 'challenges', 'faced', 'justification', 'resulted', 'study', 'overcome']"
Community,Community: Reply,"['Hi', 'Dian', '$', '8', 'one']"
Community,Community: Reply,"['Hola', 'Karla', 'estas', 'en', 'Roatan', 'Lo', 'puedes', 'comprar', 'en', 'el', 'Eco', 'Store', 'Half', 'Moon', 'Bay', 'West', 'End']"
Action,Action: Promo,"['We', ""'re"", 'gon', 'na', 'party', 'like', 'Earth', 'Day']"
Community,Community: Reply,"['They', ""'re"", 'getting', 'smart', 'Give', 'us', 'call', 'either', 'Giaco', '3351-8591', 'Nick', '3320-6940', 'Christi', '3289-1213']"
Community,Community: Reply,"['It', 'enclosed', 'classroom', 'type', 'area', 'Cindy', 'Tompkins-', 'Carter', 'would', 'day', 'days', 'Ian', 'Drysdale', 'Polo', 'might', 'bit', 'small', 'Can', 'fit', '25', 'ppl', 'Joanie', 'Flanagan', 'classroom', 'type', 'area', 'available']"
Community,Community: Reply,"['Not', 'sure', 'hear', 'let', 'everyone', 'know']"
Community,Community: Reply,"['Sorry', 'typo', 'categories', 'Please', 'add', '``', 'reef', 'life', 'behaviour', ""''"", 'place', 'extra', '``', 'divers', ""''""]"
Community,Community: Reply,"['We', 'arrange', 'US', 'Canada', 'Anywhere', 'else', 'takes', 'long', 'time', 'costly']"
Community,Community: Reply,"['There', 'online', 'store', 'yet', 'You', 'make', 'orders', 'pay', 'via', 'Paypal', 'get', 'soon']"
Community,Community: Reply,"['This', 'Monday', 'Tuesday', 'May', '11th', '12th']"
Community,Community: Reply,['4-Aug']
Action,Action: Promo,"['Workshop', 'evening', '430-7', 'pm', 'polo', 'water', 'board', 'office', 'behind', 'Mares', 'west', 'end']"
Action,Action: Promo,"['Hmmm', 'Polo', 'water', 'board', 'office', 'Behind', 'Mares', 'We', ""'ve"", 'since', '430', 'It', 'late', 'come']"
Information,Information,"['Sorry', 'short', 'notice', 'extremely', 'rough', 'south', 'side', 'morning', 'released', 'juveniles', 'West', 'End']"
Community,Community: Reply,"['Yes', 'think', 'They', 'tied', 'able', 'find', 'later']"
Community,Community: Reply,"['This', 'North', 'Coast', 'outside', 'Tela', 'It', 'great', 'thing', 'see', 'people', 'taking', 'care', 'marine', 'life', 'especially', 'Honduras']"
Community,Community: Reply,"['This', 'coast', 'Tela', 'know', 'legal', 'boundaries', 'protected', 'area', 'need', 'protected', 'everywhere', 'It', 'great', 'job', 'rescuers', 'asking', 'questions', 'providing', 'awareness', 'others', 'boat', 'One', 'even', 'asked', 'government']"
Community,Community: Reply,"['Hi', 'Amilcar', 'call', '32856040', 'If', 'give', 'us', 'information', 'try', 'find', 'someone', 'help', 'Thank']"
Action,Action: Promo,"['Last', 'Day', 'Get', 'submissions', 'midnight', 'today']"
Community,Community: Reply,"['It', 'sure']"
Community,Community: Thanks,"['Photo', 'courtesy', 'Alex', 'Harper-Brown']"
Community,Community: Reply,['Thank']
Information,Information,"['To', 'hunt', 'lionfish', 'must', 'first', 'become', 'licensed', 'RMP', 'holds', 'workshops', 'costing', '$', '50', 'Snorkelers', 'divers', 'receive', 'training', 'spear', '2', 'year', 'license', 'This', 'price', 'would', 'include', 'choice', 'spear', 'however', '6', 'prong', 'detachable', 'head', 'add', 'final', 'price']"
Community,Community: Reply,"['The', '3', 'prong', 'spears', '$', '30', '6', 'prongs', '$', '45']"
Community,Community: Thanks,"['Thank', 'diveshops', 'came', 'We', '19', 'attendees', '6', 'shops', 'Tyll', 'Dive', 'Roatan', 'Divers', 'Coconut', 'Tree', 'Divers', '&', 'Go', 'Pro', 'Caribbean', 'Island', 'Diving', 'Center', 'Roatan', 'Dive', 'Center', 'West', 'End', 'Divers']"
Community,Community: Thanks,"['Thanks', '..', 'photographers', 'really', 'great', 'year']"
Action,Action: Promo,"['You', 'vote', 'Best', 'Find', 'Category', 'album', 'loaded']"
Action,Action: Promo,"['Only', 'Best', 'Find', 'voted', 'The', 'album', 'Just', 'click', 'like', 'favourite', 'photos', 'boom', 'That', 'vote', '\\nVoting', 'closes', 'Friday', '31st']"
Information,Information,"['This', 'loggerhead', 'caguama']"
Community,Community: Reply,"['Ya', ""'re"", 'privy', 'information']"
Community,Community: Reply,"['Thanks', 'Cindy', 'Carter', 'Missy', 'Shepherd\\nNo', 'cups', 'needed']"
Community,Community: Thanks,"['Bravo', 'agent', 'EE83', 'We', 'look', 'forward', 'hearing', 'next', 'hunting', 'mission']"
Community,Community: Thanks,"['Thanks', 'throwback', 'photo', 'would', 'like', 'us', 'share', 'Nick']"
Community,Community: Reply,"['Of', 'course', 'interests', 'us..\\n', 'Thanks', 'update', 'Is', 'still', 'We', 'come', 'check']"
Community,Community: Reply,"['We', 'came', 'female', 'pygmy', 'sperm', 'whale', 'We', 'also', 'buried', 'avoid', 'incidents', 'gases']"
Community,Community: Reply,"['Amazing', 'Thank', 'sharing']"
Community,Community: Reply,"['Yes', 'much', '\\nIf', 'please', 'inbox', 'us', 'call', 'Christi', '32891213', 'information']"
Community,Community: Response,"['The', 'winners', 'Who', 'think']"
Information,Information,"['With', 'possible', 'bad', 'weather', 'heading', 'way', 'may', 'need', 'postpone', 'swim', 'another', 'week']"
Community,Community: Reply,"['Hola', 'Helder', 'Te', 'podemos', 'mandar', 'uno', 'con', 'Vern', 'que', 'viaja', 'diariamente', 'de', 'Utila', 'Roatan', 'aunque', 'es', 'probable', 'que', 'vayan', 'estar', 'disponibles', 'en', 'un', 'dive', 'shop', 'de', 'Utila', 'pronto', 'te', 'vamos', 'avisar']"
Community,Community: Reply,"['Lo', 'siento', 'Biel', 'pero', 'est\\xe1', 'un', 'poco', 'complicado', 'enviarte', 'uno', 'Mallorca', 'S']"
Information,Information,"['The', 'calendars', 'available', 'around', 'september', 'distributed', 'around', 'Roatan', 'Sending', 'calendars', 'via', 'mail', 'States', 'option']"
Information,Information,"['Now', 'pictures', 'labelled', 'understand', 'All', 'live', 'conch', 'fish', 'lobster', 'returned', 'water', 'Sadly', 'anything', 'unable', 'prevent', 'people', 'killing', 'returned', 'sea', 'animals', 'benfit', 'loss']"
